idx,name,company_code,industry,size,year,established_date,ceo,debt_ratio,assets,sales_growth,current_ratio,quick_ratio,inventory_turnover,receivables_turnover,asset_turnover,fixed_asset_turnover,operating_cf,operating_cf_to_assets,operating_cf_to_debt,industry_avg_roe,industry_avg_roa,industry_avg_debt_ratio,roa,roic,division,employee_growth_rate,roe,operating_cf_to_sales,profit_growth,optl,ffoeq,oeneg,cfoint,accounts_payable_turnover,interest_coverage_ratio,noncurrent_asset_turnover,industry_avg_pd,pd,score,grade
5,(주)유한양행,000100,제조업,중견기업,2021,1926-06-20,조욱제,27.27029768,2463811805.0,4.194485484,283.3692526,216.0883344,441.6233391,369.9638721,69.49533842,453.9122176,99000468.0,4.018183037,18.75283348,-82.76486438,2.859484577,296.1260635,4.023305587,1.87309558,상장,1.24,5.241481941,5.865615759,-42.32263548,9.205157959,5.113953512,0,3362.820761,8.807867348,21.11172698,138.4744896,4.5,0.24,792,A
5,(주)유한양행,000100,제조업,중견기업,2022,1926-06-20,조욱제,23.15570416,2472728072.0,5.216025999,273.8422329,206.5087179,457.3286553,367.2803183,71.94703121,437.5939053,99528971.0,4.025067379,21.40768442,6.700285441,3.030629599,292.8512353,3.663667147,1.65561902,상장,3.19,4.594296238,5.604591735,-25.86040408,7.749469807,4.957100074,0,2869.885299,9.133390646,13.07228564,140.7422418,4.39,0.25,788,A
5,(주)유한양행,000100,제조업,중견기업,2023,1926-06-20,조욱제,33.89288739,2814070522.0,4.681530541,215.4450872,163.0939861,461.8492976,347.9744578,70.32549952,326.2645125,144128102.0,5.121694743,20.23310938,13.13683595,2.817590129,148.4047922,4.762905405,2.464645762,상장,3.3,6.522946569,7.753058693,57.53933495,7.968100076,6.857584978,0,2287.87185,8.265243046,10.46994472,130.8479316,3.7,0.32,755,A
15230,(주)뷰웍스,100120,제조업,중견기업,2022,1999-09-18,김후식,37.78464735,288409270.0,23.19022735,249.083117,122.6746874,156.2557069,592.251535,89.91137765,312.5193789,-1496119.0,-0.518748583,-1.891656937,6.700285441,3.030629599,292.8512353,9.174246722,13.40005661,상장,9.92,13.31112108,-0.628809509,25.42214885,55.20016981,-0.714755903,0,-139.391181,18.94223258,43.42729409,259.7339112,4.39,3.31,465,B
15230,(주)뷰웍스,100120,제조업,중견기업,2023,1999-09-18,김후식,35.72030885,292673433.0,-7.430068589,255.090711,132.1410009,137.4331932,459.5106379,75.80695067,259.6497169,23255149.0,7.94576698,30.19016306,13.13683595,2.817590129,148.4047922,5.042920653,6.183506981,상장,10.65,6.946145771,10.55849811,-57.08358512,24.32394104,10.78401949,0,937.5968484,18.66918226,8.926734461999999,212.691764,3.7,0.15,847,A
15234,(주)동국에스엔씨,100130,제조업,중견기업,2022,2001-07-02,이원휘,79.63084356,503022502.0,25.9696834,101.2486909,47.91058114,387.3899163,1110.833847,100.0155347,309.3632077,-44228706.0,-8.792589959,-19.83427879,6.700285441,3.030629599,292.8512353,-1.655873637,-2.006469414,상장,12.0,-2.904778425,-9.269488565,-162.1135052,-5.110303678,-15.79420351,0,-1078.508761,7.490877017,-2.512006717,211.5478516,4.39,5.56,398,B
15234,(주)동국에스엔씨,100130,제조업,중견기업,2023,2001-07-02,이원휘,89.54194566,472601990.0,-16.53317256,99.96248003,59.58610262,439.8050899,657.5781459,81.64125425,302.6020303,-8602474.0,-1.820236517,-3.853067614,13.13683595,2.817590129,148.4047922,-6.404177646,-6.50303912,상장,8.04,-11.43482124,-2.160036063,178.6304805,-14.22153303,-3.450111709,0,-100.1597904,8.36505729,-3.56251061,146.8973788,3.7,14.19,271,C
15300,(주)진양홀딩스,100250,제조업,중견기업,2021,2008-01-07,양준영 / 최창호,45.13615378,566089269.0,6.264305544,144.0938168,131.5765608,1560.454843,654.8377752,40.35398686,80.94117639,13592364.0,2.401099039,7.720779248,-82.76486438,2.859484577,296.1260635,2.645086883,1.17152638,상장,0.0,3.845381214,6.046655836,-40.77819598,3.895486079,3.484862794,0,790.527648,7.109447574,4.375082296,55.52300664,4.5,0.38,735,A
15300,(주)진양홀딩스,100250,제조업,중견기업,2022,2008-01-07,양준영 / 최창호,48.2965191,597085262.0,4.344549562,163.4801844,153.7183348,1603.048859,694.0009344,40.33059472,106.5721004,8233891.0,1.379014276,4.234322072,6.700285441,3.030629599,292.8512353,4.670758227,0.866022735,상장,0.0,7.036579616,3.510391859,-23.71592814,2.690346135,2.045030169,0,285.2021294,7.221060575,2.329931345,62.81491051,4.39,1.35,577,B
15300,(주)진양홀딩스,100250,제조업,중견기업,2023,2008-01-07,양준영 / 최창호,50.68652555,643080913.0,15.58109928,155.0249821,145.4851934,1758.36728,647.8581944,43.72063381,104.5593578,-6244236.0,-0.970987612,-2.886659679,13.13683595,2.817590129,148.4047922,5.93945151,0.516597667,상장,0.0,9.210424849,-2.303260042,-32.80624168,1.625079435,-1.463147496,0,-141.1909791,6.482283375,1.065774104,72.85809147,3.7,7.05,367,C
250,한국내화(주),010040,제조업,중견기업,2021,1976-03-13,변성희,41.0008058,357947858.0,33.40457637,187.2123431,111.260851,590.5463168,795.2634732,96.91488635,300.012669,16163350.0,4.515559917,15.5289042,-82.76486438,2.859484577,296.1260635,1.588059789,2.421382207,상장,-2.01,2.856164184,5.948134545,65.77430301,8.251991294,6.366975852,0,1867.181498,17.18956521,11.23632047,147.1186769,4.5,0.29,768,A
250,한국내화(주),010040,제조업,중견기업,2022,1976-03-13,변성희,47.95054097,325998841.0,32.02933933,187.617448,111.378883,632.9494963,853.7190044,104.9128733,344.8559333,6506971.0,1.99601047,6.158654791,6.700285441,3.030629599,292.8512353,0.248225422,3.291998691,상장,4.1,0.341291769,1.813668155,22.48264173,9.957054005,2.953108289,0,612.3942869,14.23692037,11.10580624,166.4962611,4.39,0.29,767,A
250,한국내화(주),010040,제조업,중견기업,2023,1976-03-13,변성희,61.9667908,333192248.0,14.78257597,143.4373838,99.30923103,862.6976217,712.1176975,124.9440785,347.3481841,10240134.0,3.07334101,8.032999192,13.13683595,2.817590129,148.4047922,-4.421010419,-2.895714016,상장,5.09,-6.914744682,2.486615457,-171.6574699,-5.913674629,4.977791804,0,663.0974274,13.62308329,-4.001225160000001,201.1160161,3.7,2.66,493,B
15532,(주)세운메디칼,100700,제조업,중소기업,2021,1982-08-06,이재희,7.594664896,124724932.0,-1.804042152,1014.980532,779.1574041,211.2606236,492.2999514,53.429216,160.6054049,21468764.0,17.21288892,243.857371,-82.76486438,2.859484577,296.1260635,10.23223889,10.11763601,상장,-2.27,11.64416791,34.30640441,6.890501537,174.7695432,18.52015015,0,68213.27487,36.66399163,513.5443078000001,150.2112343,4.5,0.13,870,A
15532,(주)세운메디칼,100700,제조업,중소기업,2022,1982-08-06,이재희,5.962644948,132478680.0,-3.936353626,1367.551634,1045.9555,216.2412819,470.1696701,46.74593372,155.507152,9278515.0,7.003779778,124.4647361,6.700285441,3.030629599,292.8512353,8.030801635,7.471432085,상장,-7.91,8.831141911,15.43432239,-20.79354386,163.4802664,7.421390299,0,25908.23165,29.84128243,362.4644403,145.2132756,4.39,0.12,880,A
15532,(주)세운메디칼,100700,제조업,중소기업,2023,1982-08-06,이재희,6.47737622,146611653.0,13.52519038,1300.779691,1064.540446,227.9361178,518.67452,48.90669861,187.8133001,23076351.0,15.73977957,258.7360026,13.13683595,2.817590129,148.4047922,10.55437319,9.797575308,상장,-1.01,11.77994381,33.81302228,38.83767638,189.7118909,16.7593043,0,63951.75424,33.46182351,492.1688283,171.5325038,3.7,0.13,869,A
15601,에스앤티에너지(주),100840,제조업,중견기업,2021,2008-02-05,김형섭,35.65223494,332143488.0,-27.93248388,301.7749011,292.1579642,3247.99407,285.215145,51.26272282,137.0600592,29859821.0,8.990036559,34.2059496,-82.76486438,2.859484577,296.1260635,3.764391431,4.107326397,상장,-2.6,5.202917005,17.45289253,-42.57123301,15.21401781,12.19518551,0,47862.24855,5.088714776,222.0099059,129.571543,4.5,0.16,839,A
15601,에스앤티에너지(주),100840,제조업,중견기업,2022,2008-02-05,김형섭,68.25385755,429772702.0,18.58138778,253.9107097,240.7480212,2582.477699,448.4560584,53.2548429,132.3791161,28910380.0,6.726900025,16.58260678,6.700285441,3.030629599,292.8512353,3.513345992,1.02534394,상장,-5.35,6.036375975,14.25008602,-73.18382858,2.042797155,11.31826881,0,8619.415044,5.8078148380000005,13.44482574,131.3730307,4.39,0.54,692,B
15601,에스앤티에너지(주),100840,제조업,중견기업,2023,2008-02-05,김형섭,53.31216585,423163460.0,58.69371854,198.056331,193.339175,3626.323206,936.3987982,75.49349279,212.9302779,3280032.0,0.775121746,2.229052071,13.13683595,2.817590129,148.4047922,5.370856453,6.920338698,상장,37.85,8.553090345,1.018783798,483.390197,14.11976608,1.188355937,0,181.3647342,5.9520624280000005,12.42151075,184.5788052,3.7,0.43,719,A
264,한국무브넥스(주),010100,제조업,중견기업,2021,1974-07-15,이현덕,166.31862,699351929.0,13.87975803,98.80701983,70.83266256,864.7818542,448.192765,146.8427994,411.4532031,40705923.0,5.820520587,9.320141127,-82.76486438,2.859484577,296.1260635,2.823846647,4.441762056,상장,-1.05,7.906407469,4.054666256,90.22810192,5.99929479,15.5011301,0,1252.136643,3.733282279,8.553815431,345.8358755,4.5,0.24,791,A
264,한국무브넥스(주),010100,제조업,중견기업,2022,1974-07-15,이현덕,165.3632044,799394136.0,36.59884761,101.9992315,76.9688508,1105.096131,519.2377287,183.0001599,512.9571997,43649827.0,5.460363672,8.762406405,6.700285441,3.030629599,292.8512353,4.458344688,7.079068472,상장,4.65,12.64168213,3.182973312,41.22419339,7.428229088,14.48979601,0,905.0056861,4.460471237,7.958287884,434.1615077,4.39,0.25,786,A
264,한국무브넥스(주),010100,제조업,중견기업,2023,1974-07-15,이현덕,156.381727,874724776.0,10.16893045,111.4808312,87.63317671,1252.45537,508.0623784,180.4896721,487.0403499,98019888.0,11.20579761,18.37146703,13.13683595,2.817590129,148.4047922,5.772050979,8.447438404,상장,-1.01,15.7184072,6.487920794,60.35663304,11.12143911,28.72961742,0,1346.728567,4.562354273,8.290111522,419.0333195,3.7,0.18,828,A
15757,우림피티에스(주),101170,제조업,중소기업,2021,2000-03-01,한현석 / 한우진,12.97835417,92634003.0,0.723300342,466.5370202,313.9219758,338.2837039,599.2476492,66.3628977,145.7855307,5384954.0,5.813150491,50.6042728,-82.76486438,2.859484577,296.1260635,3.801649379,2.108080353,상장,-7.26,4.369954803,8.894225874,169.2330059,19.05587126,6.56760175,0,19084.07697,14.07910316,87.39047382999999,126.9560778,4.5,0.33,751,A
15757,우림피티에스(주),101170,제조업,중소기업,2022,2000-03-01,한현석 / 한우진,10.48932027,95217187.0,12.84538197,545.0984551,415.8116256,441.4195887,410.1453951,72.74006409,168.5407389,1822829.0,1.914390729,20.16524663,6.700285441,3.030629599,292.8512353,5.350233672,5.212680498,상장,-0.87,6.058546714,2.668015173,165.3232357,59.51912161,2.115197303,0,,17.05840729,,145.7020049,4.39,0.17,833,A
15757,우림피티에스(주),101170,제조업,중소기업,2023,2000-03-01,한현석 / 한우진,18.46551105,106077338.0,-16.06614447,285.3836941,112.9367505,264.9395166,314.2678336,56.97611597,110.3457927,1878203.0,1.770597788,11.35927249,13.13683595,2.817590129,148.4047922,4.748988893,2.714643366,상장,21.93,5.73365101,3.27527464,-54.03252217,14.95745027,2.097547718,0,3389.768625,21.01968543,51.69195783999999,107.0971706,3.7,0.2,812,A
265,LS일렉트릭(주),010120,제조업,대기업,2021,1974-07-24,구자균 / 채대석,89.81233817,2796731558.0,11.0540429,223.3226759,188.6410411,995.2027276,484.6487373,99.98880165,472.8726386,101544478.0,3.630826767,7.673508252,-82.76486438,2.859484577,296.1260635,3.050358757,5.883266889,상장,-1.04,5.910191981,3.80563695,16.01807248,11.72300128,6.891757181,0,682.3767086,9.306864668,13.04132229,296.5439238,4.5,0.43,720,A
265,LS일렉트릭(주),010120,제조업,대기업,2022,1974-07-24,구자균 / 채대석,114.4726178,3322804978.0,26.56427459,168.4099323,133.7698921,770.3303209,512.464606,110.37013,546.2518919,-145446470.0,-4.377219577,-8.20103322,6.700285441,3.030629599,292.8512353,2.744970006,6.067294904,상장,-3.41,6.034981313,-4.306883206,20.88035823,10.57358555,-9.387937414,0,-712.4490326,8.699943493,10.81822273,357.2605911,4.39,4.53,425,B
265,LS일렉트릭(주),010120,제조업,대기업,2023,1974-07-24,구자균 / 채대석,116.5197413,3732891934.0,25.27079265,179.8325753,141.3258376,699.5722416,543.9552929,119.9167901,620.1752012,214646331.0,5.750135144,10.68503723,13.13683595,2.817590129,148.4047922,5.563319048,9.943044281,상장,2.7,12.68875904,5.073802445,73.24592775,16.17232659,12.45017774,0,509.893822,9.480241914,8.562959079,401.1358836,3.7,0.47,708,A
15791,씨큐브(주),101240,제조업,중소기업,2021,2000-10-20,임광수,40.30462796,83637741.0,8.197292906,231.5485014,80.50598778,98.60241643,458.8656771,47.42674654,,4993667.0,5.970590478,20.7842503,-82.76486438,2.859484577,296.1260635,4.20160798,,상장,3.03,6.022839566,12.48343566,-1.273176833,17.01098721,8.377014757,0,1345.845899,40.28628294,12.24408492,92.26171194,4.5,0.24,790,A
15791,씨큐브(주),101240,제조업,중소기업,2022,2000-10-20,임광수,33.1884281,86375410.0,15.70511929,363.0020547,164.4881632,110.8400909,493.4764602,54.44844793,,9894034.0,11.45468832,45.96879151,6.700285441,3.030629599,292.8512353,6.232999647,,상장,-0.59,8.651172248,21.37643965,59.1960549,30.22990078,15.25631932,0,1745.983405,36.63825281,12.2739141,112.4096867,4.39,0.19,818,A
15791,씨큐브(주),101240,제조업,중소기업,2023,2000-10-20,임광수,19.59972952,92145676.0,10.40671032,520.7611236,262.2129096,149.9765389,449.1189131,57.24979961,,9034544.0,9.804631527,59.82895274,13.13683595,2.817590129,148.4047922,3.717362712,,상장,0.59,4.827990448,17.6796125,-22.68101684,33.31488597,11.72631291,0,1238.645496,31.767858070000003,7.444034665,113.6001047,3.7,0.2,813,A
266,고려아연(주),010130,제조업,대기업,2021,1974-08-01,박기덕 / 정태웅,28.83044447,9964048635.0,31.58629239,321.319161,154.0766592,338.0591842,2219.612731,108.0691256,287.3214495,606883889.0,6.090735917,27.21679217,-82.76486438,2.859484577,296.1260635,8.140325873,9.695771277,상장,6.53,10.94516737,6.082965699,22.14857187,49.15864101,7.846722153,0,14570.80386,10.25812366,265.5043341,253.8044929,4.5,0.31,759,A
266,고려아연(주),010130,제조업,대기업,2022,1974-08-01,박기덕 / 정태웅,31.04711235,12097918359.0,12.45474591,261.7846315,135.7678086,350.5208548,1983.318696,101.7076909,302.719357,784694563.0,6.486194895,27.37765437,6.700285441,3.030629599,292.8512353,6.598361498,8.268370782,상장,10.97,9.410184598,6.994112507,-16.14521765,32.06948375,8.499971111,0,2282.978143,10.14508618,27.28731789,217.8128841,4.39,0.46,710,A
266,고려아연(주),010130,제조업,대기업,2023,1974-08-01,박기덕 / 정태웅,24.93328902,12046071312.0,-13.50199518,292.8106169,148.3819101,320.056228,1686.377107,80.38871351,250.245279,820863992.0,6.814371016,34.14478462,13.13683595,2.817590129,148.4047922,4.427822766,4.679964218,상장,9.19,5.652073513,8.45857269,-28.20320365,27.45077524,8.513417836,0,1936.72502,9.403558426,16.30036152,155.2569168,3.7,0.42,722,A
15829,(주)모베이스,101330,제조업,중소기업,2021,1999-03-17,손병준 / 백승협,179.6125534,1011618391.0,3.061070865,95.73587576,64.20243516,692.5604197,487.6502191,118.5105511,281.4666,64607788.0,6.386577051,9.942329101,-82.76486438,2.859484577,296.1260635,0.755946122,1.298398387,상장,9.09,2.190432466,5.513545196,106.0471882,2.238168463,17.85767117,0,566.6926793,4.708763721,1.441198118,228.4716407,4.5,4.05,439,B
15829,(주)모베이스,101330,제조업,중견기업,2022,1999-03-17,손병준 / 백승협,143.6054269,992263357.0,13.23474151,110.7076973,73.38992343,708.2211427,525.6769221,132.4315714,331.0868448,97162442.0,9.792001419,16.61068622,6.700285441,3.030629599,292.8512353,2.45835431,8.263332199,상장,6.25,6.343209692,7.322591299,385.5818843,12.07372107,23.85384686,0,762.3255114,5.051554997,5.862688038,269.4728602,4.39,0.28,774,A
15829,(주)모베이스,101330,제조업,중견기업,2023,1999-03-17,손병준 / 백승협,142.7362488,1057920983.0,-4.827422015,110.9445505,72.50876242,644.5759643,466.0085928,123.1920106,291.4649123,52013898.0,4.916614647,8.361159876,13.13683595,2.817590129,148.4047922,1.932053086,5.042998901,상장,-9.8,4.848357303,4.118830708,-42.9683079,6.474636164,11.93440596,0,398.8590924,4.546037279,3.362007627,256.2264749,3.7,0.23,796,A
15855,(주)에스앤에스텍,101490,제조업,중소기업,2021,2001-02-22,정수홍,13.19395709,197438761.0,13.12563046,580.2437011,481.8065818,381.532361,537.58039,51.55721769,119.1232643,12643709.0,6.403863626,54.94020205,-82.76486438,2.859484577,296.1260635,5.8242905,6.836307815,상장,1.87,6.786443399,12.79173509,14.26541279,54.7975689,7.248786682,0,27689.78363,10.83712412,306.1574832,103.6110902,4.5,0.18,825,A
15855,(주)에스앤에스텍,101490,제조업,중소기업,2022,2001-02-22,정수홍,19.09687823,226750296.0,24.9526483,309.0937706,247.2591641,502.8132014,502.6654579,58.23191002,112.8503586,24922485.0,10.99115875,68.54589946,6.700285441,3.030629599,292.8512353,7.701955106,7.982636149,상장,14.68,9.574237465,20.17905588,26.97615806,44.04106876,13.09012695,0,42785.38197,8.640904759,295.2823176,106.9979924,4.39,0.19,823,A
15855,(주)에스앤에스텍,101490,제조업,중소기업,2023,2001-02-22,정수홍,16.28630941,256758749.0,21.71033157,404.4320663,336.6391853,536.8528492,495.5178714,62.17894352,129.612071,25557706.0,9.95397668,71.07265267,13.13683595,2.817590129,148.4047922,10.06970594,10.02211949,상장,13.2,12.57561494,17.00215316,56.37101557,69.63131951,11.57511212,0,34509.92587,9.8553775,354.31955600000003,110.8095393,3.7,0.17,836,A
15862,해태제과식품(주),101530,제조업,중견기업,2021,2001-07-11,신정훈 / 이상진,152.1060913,654856443.0,0.668220485,47.58265616,32.24582583,1054.174754,813.8741153,88.97972291,155.3805076,60889393.0,9.298128414,15.41105153,-82.76486438,2.859484577,296.1260635,-0.046938685,0.0,상장,-5.0,-0.11743981,10.7255633,-23.21163229,6.586174297,23.44114811,0,1236.701478,8.338088626,7.189258036999999,110.1078604,4.5,0.3,764,A
15862,해태제과식품(주),101530,제조업,중견기업,2022,2001-07-11,신정훈 / 이상진,172.2916527,691254955.0,3.974438232,48.02928046,33.81581838,1045.253801,872.8395434,87.6994987,148.6540852,18783336.0,2.717280486,4.294420436,6.700285441,3.030629599,292.8512353,-0.32523832,0.0,상장,-4.83,-0.875443401,3.182179037,-10.9567881,5.297552172,7.398927944,0,221.2562129,6.356837468999999,4.079764836,107.8109996,4.39,0.66,667,B
15862,해태제과식품(주),101530,제조업,중견기업,2023,2001-07-11,신정훈 / 이상진,155.3017713,684971451.0,5.861674434,53.2691552,37.27919748,1047.311872,871.4715013,90.80860101,159.8206458,58325438.0,8.515017365,13.99790226,13.13683595,2.817590129,148.4047922,3.168526654,7.611342006,상장,1.69,8.31290048,9.334071708,97.33329184,10.97358969,21.73899016,0,482.0405638,6.445283772,4.57113952,112.4103799,3.7,0.5,700,B
16160,어보브반도체(주),102120,제조업,중견기업,2021,2006-01-11,최원 / 김경호,19.83672536,134011924.0,16.16540368,287.5686678,192.3842942,774.9021622,975.001787,122.2232179,7399.10331,13559523.0,10.11814665,61.12528853,-82.76486438,2.859484577,296.1260635,10.22852414,14.31536935,상장,7.84,12.86119999,8.095297783,0.007286705,79.44050722,12.12525561,0,8423.476608,13.26116699,114.0759258,304.933206,4.5,0.14,858,A
16160,어보브반도체(주),102120,제조업,중견기업,2023,2006-01-11,최원 / 김경호,105.0238397,288316792.0,-4.180287697,100.5783466,67.40485038,440.73789,872.1884286,74.99782394,180.7842133,32413346.0,11.24226785,21.94675921,13.13683595,2.817590129,148.4047922,-11.59964661,-5.837651713,상장,-0.91,-21.32247888,13.94503939,-156.7005371,-9.914684061,23.04932921,0,462.9473404,12.05298714,-1.383946398,121.4181416,3.7,3.62,453,B
281,(주)흥국,010240,제조업,중소기업,2021,1974-10-17,류명준,37.78381353,118380109.0,19.05478287,329.3265483,180.6729094,467.4698439,617.0916051,124.9802988,306.2553569,2632149.0,2.223472357,8.108194277,-82.76486438,2.859484577,296.1260635,10.02087268,11.25062678,상장,11.83,14.83315328,1.856059926,-11.35755513,42.61994627,3.063585007,0,1051.891859,9.961780653,56.10783679,305.9494982,4.5,0.13,863,A
281,(주)흥국,010240,제조업,중소기업,2022,1974-10-17,류명준,27.77439146,117631245.0,-5.118341309,473.6512202,283.6794275,384.3378264,725.8936105,114.0244126,298.2693674,17304942.0,14.71117814,67.67787648,6.700285441,3.030629599,292.8512353,7.26847616,9.195491764,상장,-6.73,9.60787623,12.86084203,-18.9571873,43.85209059,18.79711834,0,5957.545504,12.85258682,39.33470467,281.7168068,4.39,0.13,870,A
281,(주)흥국,010240,제조업,중소기업,2023,1974-10-17,류명준,23.11924974,122271325.0,11.0199845,458.3631752,258.9447797,419.6355269,887.3765093,124.5365992,313.5938199,12191849.0,9.971143275,53.10032519,13.13683595,2.817590129,148.4047922,10.77883878,12.21663403,상장,4.12,13.77355307,8.161456467,40.92789208,68.82374311,12.27639679,0,5337.563481,16.04532674,70.15597857,307.80302,3.7,0.13,865,A
16550,(주)이엔에프테크놀로지,102710,제조업,중견기업,2021,2000-05-01,지용석 / 김정수 / 박기수,68.3191864,582802441.0,7.231396974,115.9485329,78.3896614,797.2431652,647.2040145,99.74371581,175.9562978,14741468.0,2.52941082,6.231754119,-82.76486438,2.859484577,296.1260635,3.094758143,3.2935841,상장,0.38,5.459512391,2.825141593,-61.85226912,10.99294931,4.257483712,0,835.6623353,10.26020867,16.74273177,157.7884577,4.5,0.14,861,A
16550,(주)이엔에프테크놀로지,102710,제조업,중견기업,2022,2000-05-01,지용석 / 김정수 / 박기수,69.08843413,662279123.0,30.35886479,138.1351071,86.00030659,692.3880255,738.7575906,109.2630396,216.2983782,60877073.0,9.192056776,22.49682608,6.700285441,3.030629599,292.8512353,6.795060487,8.273184619,상장,3.93,12.19698323,8.949786565,148.5954633,23.88940518,15.54270487,0,1613.644781,11.04607844,18.01037522,176.6023755,4.39,0.16,839,A
16550,(주)이엔에프테크놀로지,102710,제조업,중견기업,2023,2000-05-01,지용석 / 김정수 / 박기수,79.82668397,658600745.0,-15.50184237,100.0894845,65.63916143,575.3439031,635.780181,87.02719769,157.9384108,51774962.0,7.861357946,17.70939065,13.13683595,2.817590129,148.4047922,-3.529415534,4.282156191,상장,-0.54,-6.133843794,9.008064023,-61.7908569,8.448682236,14.13681931,0,534.7262148,11.86261862,3.179366669,136.7723461,3.7,0.4,730,A
17113,일진전기(주),103590,제조업,중견기업,2021,2008-07-02,황수 / 유상석,159.3787346,837942611.0,31.70249609,97.68882709,59.05527121,724.8794388,777.9825988,114.5182207,208.2410359,9620953.0,1.148163714,1.868563281,-82.76486438,2.859484577,296.1260635,1.783685637,3.563964426,상장,-1.99,4.730265283,1.031889719,48.09555879,3.962567754,2.978092511,0,154.1768246,9.397127787,3.915870259,193.4411495,4.5,0.65,668,B
17270,(주)우양,103840,제조업,중견기업,2023,1992-01-28,이구열 / 박경훈,259.8268085,150904498.0,17.0622285,77.6524403,30.6080988,432.3353086,880.2700188,126.7159008,,7537517.0,4.9948922,6.917285131,13.13683595,2.817590129,148.4047922,-2.59759454,,상장,15.86,-9.559889275,3.940262071,1255.996078,1.193034668,17.97296119,0,161.8299985,6.489520269,0.476251461,226.8432522,3.7,14.47,268,C
33,씨제이(주),001040,"전문, 과학 및 기술 서비스업",대기업,2021,1953-08-01,손경식 / 김홍기,154.8420388,41955995804.0,7.765603964,96.06496101,71.71008497,996.6963765,953.7160572,84.1269148,250.2398015,3353190728.0,7.992160986,13.15365398,50.35456276,1.841053376,194522.7753,1.923352414,3.774913905,상장,11.32,5.065711446,9.723895563,35.34817917,7.381789279,20.367386,0,643.9844336,9.665538435,4.881002162,117.2717435,5.47,0.45,715,A
33,씨제이(주),001040,"전문, 과학 및 기술 서비스업",대기업,2022,1953-08-01,손경식 / 김홍기,172.0277733,48240408307.0,18.67778755,89.51835639,64.85112866,921.7615769,981.2071021,90.74614487,281.6437725,4044985960.0,8.385057469,13.25930382,30.80375837,0.666259054,3418.884533,1.423797422,3.992906336,상장,13.56,4.016974612,9.883928755,14.47559128,7.061388176,22.80968513,0,598.7444624,9.707975637,4.214451623,129.9814041,4.53,0.45,715,A
33,씨제이(주),001040,"전문, 과학 및 기술 서비스업",대기업,2023,1953-08-01,손경식 / 김홍기,163.814014,47203762893.0,1.045350379,93.26542247,70.04617663,871.1278377,937.0846107,86.65314527,283.0850535,5016996681.0,10.62838294,17.11646212,-5.114285043,-0.507906626,1625.959472,1.111496114,3.489988219,상장,0.0,2.945384452,12.13221414,-5.345084269,6.956643453,28.03916365,0,552.1843942,9.527426484,3.080828781,125.9093982,5.71,0.46,710,A
306,(주)우진아이엔에스,010400,건설업,중견기업,2021,1975-01-27,홍경모,18.08792761,114656381.0,-36.28614556,485.3904471,414.9187025,1148.676407,809.7292894,75.92564367,640.7296705,-5430836.0,-4.736619064,-30.92325119,-47.29225808,2.889490648,9957.128715,-2.80141844,-5.413244233,상장,-14.37,-3.235835619,-6.069727573,-479.2835348,-38.30459394,-5.593375291,0,-1449.16199,24.10663353,-16.996317610000002,224.1240138,3.27,4.94,413,B
306,(주)우진아이엔에스,010400,건설업,중견기업,2022,1975-01-27,홍경모,19.25329986,111631385.0,-6.067196115,386.1327812,329.5988624,1085.576361,680.6662118,74.28201841,631.8055936,-4892931.0,-4.383114122,-27.14863563,31.05313389,1.843619583,2319.373942,-2.978763544,-3.993574847,상장,-2.19,-3.487349516,-5.821760245,-16.64667312,-31.11245337,-5.227008227,0,-5250.771047,28.28273183,-56.03579975,199.3155397,3.16,10.86,308,C
306,(주)우진아이엔에스,010400,건설업,중견기업,2023,1975-01-27,홍경모,18.68928325,113497687.0,19.18387598,374.2775276,319.8744726,1386.57052,766.2145445,88.98784605,782.6610415,4754982.0,4.189496831,26.60606988,13.13381324,-0.797313512,2845.118111,1.705834763,-2.107558236,상장,-4.48,2.046225951,4.746971201,-40.85429403,-18.55711296,4.97248376,0,5335.901608,20.17447108,-33.7314421,209.5433901,5.32,23.48,195,C
312,한솔피엔에스(주),010420,도매 및 소매업,중견기업,2021,1975-02-04,홍성민 / 김형준,119.2294851,109710673.0,7.400994061,137.7123303,124.7930447,4533.823771,464.073453,242.5261771,1680.201017,-10169666.0,-9.269532054,-17.04406202,13.72117953,4.9199334,-3758.320589,3.284421562,5.282084411,상장,1.4,7.691301449,-3.867626578,16.96426047,7.627887247,-20.32154739,0,-3681.500306,4.964289526,21.59499633,975.7365402,4.2,3.17,470,B
312,한솔피엔에스(주),010420,도매 및 소매업,중견기업,2022,1975-02-04,홍성민 / 김형준,164.0721638,134944512.0,19.51094617,125.421051,111.7083268,3257.316214,497.5599512,256.8889419,2057.493055,16724724.0,12.39377856,19.94763674,10.10567641,3.163655818,510.8122379,1.312746235,2.88252616,상장,21.2,3.502845688,5.322174638,-40.96602638,3.204589141,32.72851923,0,3887.364289,5.247160061,11.06340285,868.4191377,2.18,0.28,774,A
